Order ID,Order Date,Customer ID,Product ID,Store ID,Sales Rep ID,Quantity,Sales Amount,Cost Amount,Gross Profit,Store Name,Category
ORD100050,23/01/2025,C00001,P001,S001,R001,2,2344,1315.25,1028.75,London Flagship ,Electronics
ORD100051,24/01/2025,C00002,P006,S001,R002,4,1431,800.67,630.33, London Flagship,GAMING
ORD100052,25/01/2025,C00004,P001,S002,R003,3,288,190.51,97.49,Manchester Arndale ,electronics
ORD100053,26/01/2025,C00001,P004,S002,R003,4,2378,1688.62,689.38,Manchester Arndale,electronics
ORD100054,27/01/2025,C00002,P001,S003,R003,1,2087,1523.01,563.99, Birmingham Central,ELECTRONICS
ORD100055,28/01/2025,C00001,P006,S002,R002,1,2374,1346.3,1027.7,Manchester Arndale,Gaming
ORD100056,01/01/2025,C00004,P004,S002,R001,3,2327,1662.8,664.2, Manchester Arndale,electronics
ORD100057,02/01/2025,C00002,P004,S003,R003,2,1594,1165.38,428.62, Birmingham Central,electronics
ORD100058,03/01/2025,C00003,P006,S002,R003,1,1241,842.68,398.32,Manchester Arndale,Gaming
ORD100059,04/01/2025,C00003,P005,S001,R001,5,1593,886.83,706.17,London Flagship ,home office
ORD100060,05/01/2025,C00001,P002,S003,R003,5,1836,1149.25,686.75,Birmingham Central ,ELECTRONICS
ORD100061,06/01/2025,C00003,P005,S001,R002,3,967,665.48,301.52,London Flagship,HOME OFFICE
ORD100062,07/01/2025,C00002,P003,S003,R002,1,1273,859.72,413.28,Birmingham Central,accessories
ORD100063,08/01/2025,C00001,P003,S002,R002,4,462,359.65,102.35, Manchester Arndale,accessories
ORD100064,09/01/2025,C00004,P002,S002,R001,4,574,393.91,180.09,Manchester Arndale ,electronics
ORD100065,10/01/2025,C00001,P001,S002,R001,5,1557,1049.29,507.71,Manchester Arndale,Electronics
ORD100066,11/01/2025,C00002,P006,S003,R002,2,2050,1539.86,510.14,Birmingham Central ,Gaming
ORD100067,12/01/2025,C00001,P005,S001,R002,5,112,63.04,48.96,London Flagship ,home office
ORD100068,13/01/2025,C00001,P004,S001,R001,5,308,216.85,91.15,LONDON FLAGSHIP,Electronics
ORD100069,14/01/2025,C00004,P006,S001,R003,2,259,188.99,70.01,LONDON FLAGSHIP,Gaming
ORD100070,15/01/2025,C00002,P003,S003,R003,5,1151,759.16,391.84, Birmingham Central,ACCESSORIES
ORD100071,16/01/2025,C00003,P001,S002,R003,1,1593,1232.9,360.1, Manchester Arndale,Electronics
ORD100072,17/01/2025,C00004,P003,S002,R002,3,405,306.1,98.9,MANCHESTER ARNDALE,Accessories
ORD100073,18/01/2025,C00002,P006,S002,R003,3,520,314.67,205.33, Manchester Arndale,GAMING
ORD100074,19/01/2025,C00002,P004,S003,R001,4,1241,753.66,487.34, Birmingham Central,ELECTRONICS
ORD100075,20/01/2025,C00002,P003,S001,R002,4,1548,1039.67,508.33,LONDON FLAGSHIP,accessories
ORD100076,21/01/2025,C00004,P002,S002,R003,2,597,373.79,223.21,Manchester Arndale ,ELECTRONICS
ORD100077,22/01/2025,C00002,P006,S001,R001,1,858,529.25,328.75, London Flagship,Gaming
ORD100078,23/01/2025,C00003,P002,S002,R001,5,1300,838.64,461.36, Manchester Arndale,ELECTRONICS
ORD100079,24/01/2025,C00002,P006,S003,R003,4,2354,1797.6,556.4,Birmingham Central,GAMING
ORD100080,25/01/2025,C00004,P001,S001,R002,2,1634,1301.38,332.62,London Flagship,ELECTRONICS
ORD100081,26/01/2025,C00004,P003,S001,R001,5,2038,1459.94,578.06,LONDON FLAGSHIP,ACCESSORIES
ORD100082,27/01/2025,C00001,P003,S002,R003,5,1411,904.7,506.3,Manchester Arndale,ACCESSORIES
ORD100083,28/01/2025,C00004,P005,S003,R003,5,443,308.9,134.1,Birmingham Central,HOME OFFICE
ORD100084,01/01/2025,C00004,P005,S002,R003,5,1552,926.92,625.08,MANCHESTER ARNDALE,Home Office
ORD100085,02/01/2025,C00002,P005,S001,R003,2,2079,1559.35,519.65,London Flagship ,HOME OFFICE
ORD100086,03/01/2025,C00001,P004,S003,R003,1,1260,966.74,293.26,BIRMINGHAM CENTRAL,ELECTRONICS
ORD100087,04/01/2025,C00003,P005,S001,R003,2,617,403.68,213.32,LONDON FLAGSHIP,home office
ORD100088,05/01/2025,C00002,P006,S002,R003,4,859,580.92,278.08,Manchester Arndale ,GAMING
ORD100089,06/01/2025,C00003,P002,S003,R003,2,1066,796.05,269.95, Birmingham Central,Electronics
ORD100090,07/01/2025,C00002,P001,S003,R001,4,740,486.96,253.04,Birmingham Central ,Electronics
ORD100091,08/01/2025,C00003,P006,S001,R002,5,971,764.18,206.82, London Flagship,GAMING
ORD100092,09/01/2025,C00003,P004,S001,R001,5,1585,1179.7,405.3,London Flagship,ELECTRONICS
ORD100093,10/01/2025,C00003,P002,S003,R003,1,424,336.8,87.2,Birmingham Central ,Electronics
ORD100094,11/01/2025,C00003,P003,S002,R001,5,1670,1334.08,335.92,MANCHESTER ARNDALE,Accessories
ORD100095,12/01/2025,C00001,P003,S001,R002,3,877,618.41,258.59,London Flagship,ACCESSORIES
ORD100096,13/01/2025,C00001,P001,S002,R002,1,1114,714.56,399.44,MANCHESTER ARNDALE,ELECTRONICS
ORD100097,14/01/2025,C00003,P003,S002,R001,5,2256,1418.02,837.98,Manchester Arndale ,ACCESSORIES
ORD100098,15/01/2025,C00002,P005,S002,R003,1,670,464.44,205.56,Manchester Arndale ,home office
ORD100099,16/01/2025,C00004,P001,S001,R002,5,2392,1451.98,940.02,London Flagship,electronics
ORD100100,17/01/2025,C00002,P002,S003,R001,3,1108,699.59,408.41,BIRMINGHAM CENTRAL,electronics
ORD100101,18/01/2025,C00002,P005,S002,R001,3,1487,911.75,575.25,MANCHESTER ARNDALE,Home Office
ORD100102,19/01/2025,C00004,P002,S001,R003,5,505,319.43,185.57,London Flagship ,Electronics
ORD100103,20/01/2025,C00002,P006,S002,R003,4,1345,1016.4,328.6,MANCHESTER ARNDALE,Gaming
ORD100104,21/01/2025,C00001,P002,S002,R002,3,978,715.16,262.84,MANCHESTER ARNDALE,Electronics
ORD100105,22/01/2025,C00003,P003,S002,R003,2,824,604.9,219.1,Manchester Arndale,accessories
ORD100106,23/01/2025,C00004,P005,S002,R001,5,1105,872.83,232.17,Manchester Arndale ,HOME OFFICE
ORD100107,24/01/2025,C00001,P003,S001,R001,5,1205,745.8,459.2, London Flagship,ACCESSORIES
ORD100108,25/01/2025,C00001,P006,S003,R003,5,1822,1084.52,737.48,Birmingham Central ,GAMING
ORD100109,26/01/2025,C00001,P005,S001,R003,1,1989,1406.02,582.98,LONDON FLAGSHIP,Home Office
ORD100110,27/01/2025,C00002,P006,S001,R003,4,2274,1818.63,455.37,London Flagship ,GAMING
ORD100111,28/01/2025,C00003,P005,S003,R002,3,1667,1188.61,478.39,Birmingham Central,home office
ORD100112,01/01/2025,C00004,P004,S002,R002,4,1359,1050.62,308.38, Manchester Arndale,ELECTRONICS
ORD100113,02/01/2025,C00001,P006,S002,R002,2,869,598.81,270.19, Manchester Arndale,GAMING
ORD100114,03/01/2025,C00003,P003,S001,R002,5,1355,963.15,391.85,LONDON FLAGSHIP,Accessories
ORD100115,04/01/2025,C00004,P003,S002,R002,4,1084,730.41,353.59,MANCHESTER ARNDALE,ACCESSORIES
ORD100116,05/01/2025,C00001,P004,S001,R001,5,1534,1158.8,375.2,London Flagship,ELECTRONICS
ORD100117,06/01/2025,C00001,P005,S001,R001,3,2316,1500.76,815.24,LONDON FLAGSHIP,Home Office
ORD100118,07/01/2025,C00003,P006,S002,R001,4,1574,1198.95,375.05,MANCHESTER ARNDALE,Gaming
ORD100119,08/01/2025,C00004,P005,S001,R002,4,926,717.92,208.08,LONDON FLAGSHIP,home office
ORD100120,09/01/2025,C00004,P005,S001,R001,1,547,374.38,172.62,London Flagship,Home Office
ORD100121,10/01/2025,C00003,P002,S003,R002,1,1294,889.91,404.09,BIRMINGHAM CENTRAL,Electronics
ORD100122,11/01/2025,C00003,P004,S001,R002,5,875,687.61,187.39,London Flagship ,electronics
ORD100123,12/01/2025,C00002,P006,S002,R001,5,1568,1154.48,413.52,Manchester Arndale,Gaming
ORD100124,13/01/2025,C00001,P003,S001,R001,2,2025,1496.83,528.17,LONDON FLAGSHIP,Accessories
ORD100125,14/01/2025,C00004,P001,S001,R002,1,1458,1025.14,432.86,LONDON FLAGSHIP,ELECTRONICS
ORD100126,15/01/2025,C00001,P006,S001,R003,4,1032,783.06,248.94,LONDON FLAGSHIP,gaming
ORD100127,16/01/2025,C00004,P001,S003,R003,2,1941,1267.77,673.23,Birmingham Central,ELECTRONICS
ORD100128,17/01/2025,C00004,P001,S003,R002,5,1082,658.77,423.23,Birmingham Central ,ELECTRONICS
ORD100129,18/01/2025,C00004,P006,S001,R003,1,493,361.65,131.35,London Flagship,GAMING
ORD100130,19/01/2025,C00004,P004,S001,R001,2,258,201.64,56.36, London Flagship,ELECTRONICS
ORD100131,20/01/2025,C00002,P005,S001,R001,1,180,111.88,68.12,LONDON FLAGSHIP,HOME OFFICE
ORD100132,21/01/2025,C00002,P003,S003,R001,5,2328,1570.03,757.97,Birmingham Central ,accessories
ORD100133,22/01/2025,C00001,P003,S001,R001,3,411,234.13,176.87,London Flagship,accessories
ORD100134,23/01/2025,C00001,P006,S002,R001,4,448,310.23,137.77,MANCHESTER ARNDALE,gaming
ORD100135,24/01/2025,C00001,P002,S002,R003,3,784,456.05,327.95,Manchester Arndale,electronics
ORD100136,25/01/2025,C00004,P002,S002,R001,1,480,286.68,193.32, Manchester Arndale,electronics
ORD100137,26/01/2025,C00003,P002,S002,R003,5,170,101.08,68.92,Manchester Arndale ,ELECTRONICS
ORD100138,27/01/2025,C00004,P002,S003,R001,5,1549,1120.76,428.24,Birmingham Central,Electronics
ORD100139,28/01/2025,C00003,P003,S003,R001,5,896,496.41,399.59,Birmingham Central,accessories
ORD100140,01/01/2025,C00002,P006,S003,R002,4,1962,1500.86,461.14,BIRMINGHAM CENTRAL,Gaming
ORD100141,02/01/2025,C00002,P004,S002,R001,4,1896,1048.88,847.12,Manchester Arndale,electronics
ORD100142,03/01/2025,C00004,P001,S003,R003,2,612,447.3,164.7,Birmingham Central,ELECTRONICS
ORD100143,04/01/2025,C00001,P006,S003,R002,2,183,122.47,60.53, Birmingham Central,gaming
ORD100144,05/01/2025,C00001,P001,S003,R002,1,290,165.13,124.87,Birmingham Central,Electronics
ORD100145,06/01/2025,C00002,P003,S001,R001,1,2426,1695.58,730.42,London Flagship,ACCESSORIES
ORD100146,07/01/2025,C00001,P004,S003,R003,1,2369,1360.04,1008.96,BIRMINGHAM CENTRAL,ELECTRONICS
ORD100147,08/01/2025,C00003,P006,S002,R003,5,1063,801.63,261.37,Manchester Arndale,GAMING
ORD100148,09/01/2025,C00003,P003,S003,R003,2,632,442.3,189.7,Birmingham Central,Accessories
ORD100149,10/01/2025,C00001,P002,S003,R002,5,2310,1290.29,1019.71,Birmingham Central,ELECTRONICS
ORD100150,11/01/2025,C00001,P006,S003,R002,3,558,364.05,193.95,Birmingham Central,gaming
ORD100151,12/01/2025,C00004,P004,S001,R002,1,1400,865.62,534.38, London Flagship,electronics
ORD100152,13/01/2025,C00001,P003,S001,R001,4,222,148.39,73.61,London Flagship,Accessories
ORD100153,14/01/2025,C00002,P004,S001,R003,4,2275,1533.86,741.14,London Flagship,electronics
ORD100154,15/01/2025,C00003,P001,S002,R001,1,2123,1666.61,456.39, Manchester Arndale,ELECTRONICS
ORD100155,16/01/2025,C00003,P002,S001,R001,4,905,549.57,355.43,London Flagship,electronics
ORD100156,17/01/2025,C00003,P004,S002,R002,2,1889,1502.7,386.3, Manchester Arndale,electronics
ORD100157,18/01/2025,C00002,P003,S003,R003,3,452,250.11,201.89,Birmingham Central ,accessories
ORD100158,19/01/2025,C00002,P001,S003,R001,4,2115,1507.05,607.95,Birmingham Central ,ELECTRONICS
ORD100159,20/01/2025,C00002,P005,S002,R002,1,1027,587.55,439.45,MANCHESTER ARNDALE,Home Office
ORD100160,21/01/2025,C00002,P002,S001,R001,4,2152,1330.03,821.97, London Flagship,electronics
ORD100161,22/01/2025,C00002,P006,S002,R003,5,1896,1147.01,748.99, Manchester Arndale,gaming
ORD100162,23/01/2025,C00004,P006,S001,R003,4,2181,1595.8,585.2,London Flagship,GAMING
ORD100163,24/01/2025,C00003,P002,S001,R001,1,2058,1605.28,452.72,LONDON FLAGSHIP,electronics
ORD100164,25/01/2025,C00002,P006,S003,R001,3,1642,1017.3,624.7,BIRMINGHAM CENTRAL,GAMING
ORD100165,26/01/2025,C00001,P004,S003,R003,3,1608,908.12,699.88, Birmingham Central,Electronics
ORD100166,27/01/2025,C00003,P006,S002,R001,2,1160,894.46,265.54,Manchester Arndale,GAMING
ORD100167,28/01/2025,C00004,P004,S002,R003,2,1326,800.88,525.12,Manchester Arndale ,ELECTRONICS
ORD100168,01/01/2025,C00004,P005,S003,R001,4,511,356.95,154.05,Birmingham Central ,home office
ORD100169,02/01/2025,C00002,P004,S003,R002,4,1173,927.57,245.43,BIRMINGHAM CENTRAL,electronics
ORD100170,03/01/2025,C00003,P002,S001,R002,3,385,301.18,83.82,LONDON FLAGSHIP,Electronics
ORD100171,04/01/2025,C00003,P005,S002,R002,1,1256,935.37,320.63,MANCHESTER ARNDALE,HOME OFFICE
ORD100172,05/01/2025,C00002,P002,S003,R002,3,1298,1033.62,264.38, Birmingham Central,ELECTRONICS
ORD100173,06/01/2025,C00001,P001,S001,R003,4,311,239.76,71.24, London Flagship,Electronics
ORD100174,07/01/2025,C00001,P005,S003,R002,2,243,173.66,69.34,Birmingham Central ,HOME OFFICE
ORD100175,08/01/2025,C00002,P003,S001,R002,3,1319,888.78,430.22,London Flagship,accessories
ORD100176,09/01/2025,C00001,P006,S001,R003,4,1005,673.4,331.6,LONDON FLAGSHIP,Gaming
ORD100177,10/01/2025,C00003,P001,S001,R002,5,1509,1047.3,461.7,London Flagship ,ELECTRONICS
ORD100178,11/01/2025,C00002,P006,S002,R001,4,438,331.68,106.32,Manchester Arndale,GAMING
ORD100179,12/01/2025,C00004,P003,S002,R003,2,266,201.82,64.18, Manchester Arndale,Accessories
ORD100180,13/01/2025,C00004,P003,S001,R001,2,793,554.41,238.59, London Flagship,ACCESSORIES
ORD100181,14/01/2025,C00002,P005,S003,R001,1,743,494.4,248.6,Birmingham Central ,home office
ORD100182,15/01/2025,C00003,P001,S001,R003,4,2364,1562.29,801.71,LONDON FLAGSHIP,Electronics
ORD100183,16/01/2025,C00004,P005,S002,R001,5,924,513.58,410.42,Manchester Arndale ,HOME OFFICE
ORD100184,17/01/2025,C00001,P002,S003,R002,4,191,128.33,62.67,BIRMINGHAM CENTRAL,ELECTRONICS
ORD100185,18/01/2025,C00004,P002,S003,R002,2,1891,1505.08,385.92,Birmingham Central,Electronics
ORD100186,19/01/2025,C00004,P006,S002,R003,5,439,243.86,195.14,MANCHESTER ARNDALE,Gaming
ORD100187,20/01/2025,C00002,P003,S003,R001,3,1712,1318.57,393.43,Birmingham Central ,ACCESSORIES
ORD100188,21/01/2025,C00001,P001,S002,R002,2,1158,738.59,419.41, Manchester Arndale,Electronics
ORD100189,22/01/2025,C00003,P003,S001,R002,3,1432,1057.42,374.58, London Flagship,Accessories
ORD100190,23/01/2025,C00004,P002,S002,R003,1,910,674.86,235.14, Manchester Arndale,ELECTRONICS
ORD100191,24/01/2025,C00002,P005,S002,R002,5,303,213.25,89.75,MANCHESTER ARNDALE,home office
ORD100192,25/01/2025,C00003,P006,S002,R002,5,1229,932.44,296.56,Manchester Arndale,Gaming
ORD100193,26/01/2025,C00002,P006,S003,R002,2,631,489.65,141.35,BIRMINGHAM CENTRAL,Gaming
ORD100194,27/01/2025,C00001,P004,S001,R001,4,2138,1346.16,791.84,LONDON FLAGSHIP,Electronics
ORD100195,28/01/2025,C00002,P004,S003,R003,2,1551,1026.08,524.92,BIRMINGHAM CENTRAL,ELECTRONICS
ORD100196,01/01/2025,C00002,P006,S002,R002,4,1297,917.7,379.3,Manchester Arndale,Gaming
ORD100197,02/01/2025,C00002,P006,S002,R001,2,233,156.86,76.14,Manchester Arndale ,gaming
ORD100198,03/01/2025,C00003,P002,S001,R003,4,423,333.86,89.14,London Flagship ,ELECTRONICS
ORD100199,04/01/2025,C00001,P006,S002,R003,1,1230,818.96,411.04,MANCHESTER ARNDALE,Gaming
ORD100200,05/01/2025,C00001,P003,S002,R003,5,665,384.6,280.4,MANCHESTER ARNDALE,Accessories
ORD100201,06/01/2025,C00004,P005,S001,R002,4,1347,916.69,430.31,London Flagship,Home Office
ORD100202,07/01/2025,C00004,P004,S003,R003,1,501,342.36,158.64,Birmingham Central,electronics
ORD100203,08/01/2025,C00002,P006,S002,R002,2,2396,1453.39,942.61,Manchester Arndale ,GAMING
ORD100204,09/01/2025,C00003,P004,S002,R001,1,468,326.05,141.95,Manchester Arndale,ELECTRONICS
ORD100205,10/01/2025,C00001,P002,S003,R001,4,609,431.91,177.09, Birmingham Central,ELECTRONICS
ORD100206,11/01/2025,C00001,P002,S001,R002,3,107,68.2,38.8, London Flagship,Electronics
ORD100207,12/01/2025,C00003,P002,S001,R002,4,357,278.85,78.15,LONDON FLAGSHIP,ELECTRONICS
ORD100208,13/01/2025,C00004,P004,S001,R001,3,687,469.14,217.86,London Flagship ,electronics
ORD100209,14/01/2025,C00001,P002,S001,R002,3,995,649.43,345.57, London Flagship,electronics
ORD100210,15/01/2025,C00001,P001,S002,R003,4,506,279.28,226.72,MANCHESTER ARNDALE,electronics
ORD100211,16/01/2025,C00001,P005,S001,R003,2,1270,725.73,544.27,London Flagship ,Home Office
ORD100212,17/01/2025,C00002,P002,S002,R003,1,340,270.36,69.64,Manchester Arndale,Electronics
ORD100213,18/01/2025,C00001,P002,S002,R003,2,1648,1059.66,588.34, Manchester Arndale,electronics
ORD100214,19/01/2025,C00003,P004,S001,R001,1,1081,696.81,384.19, London Flagship,ELECTRONICS
ORD100215,20/01/2025,C00002,P003,S003,R001,5,966,635.73,330.27, Birmingham Central,accessories
ORD100216,21/01/2025,C00001,P002,S001,R001,5,777,540.31,236.69, London Flagship,Electronics
ORD100217,22/01/2025,C00001,P004,S002,R001,5,744,482.9,261.1,Manchester Arndale ,Electronics
ORD100218,23/01/2025,C00002,P004,S002,R001,3,146,101.8,44.2,MANCHESTER ARNDALE,Electronics
ORD100219,24/01/2025,C00004,P003,S003,R003,1,962,662.65,299.35, Birmingham Central,accessories
ORD100220,25/01/2025,C00002,P004,S002,R001,5,336,243.32,92.68,Manchester Arndale,electronics
ORD100221,26/01/2025,C00003,P003,S001,R002,1,336,258.63,77.37, London Flagship,ACCESSORIES
ORD100222,27/01/2025,C00001,P004,S001,R002,5,1828,1302.99,525.01,LONDON FLAGSHIP,ELECTRONICS
ORD100223,28/01/2025,C00002,P005,S003,R003,2,143,96,47,Birmingham Central,Home Office
ORD100224,01/01/2025,C00004,P006,S002,R002,5,1656,1017.98,638.02,MANCHESTER ARNDALE,GAMING
ORD100225,02/01/2025,C00002,P003,S001,R003,1,975,765.92,209.08,London Flagship ,ACCESSORIES
ORD100226,03/01/2025,C00001,P005,S002,R003,4,150,108,42, Manchester Arndale,home office
ORD100227,04/01/2025,C00002,P002,S003,R002,2,2267,1770.4,496.6,Birmingham Central ,electronics
ORD100228,05/01/2025,C00002,P006,S003,R001,3,2211,1273.44,937.56,BIRMINGHAM CENTRAL,Gaming
ORD100229,06/01/2025,C00002,P001,S003,R003,2,1596,1119.64,476.36,Birmingham Central,electronics
ORD100230,07/01/2025,C00003,P003,S003,R002,3,1833,1305.72,527.28, Birmingham Central,Accessories
ORD100231,08/01/2025,C00003,P002,S001,R003,2,2078,1478.1,599.9, London Flagship,ELECTRONICS
ORD100232,09/01/2025,C00002,P002,S001,R003,5,2416,1417.56,998.44,LONDON FLAGSHIP,ELECTRONICS
ORD100233,10/01/2025,C00004,P002,S001,R001,2,975,600.33,374.67, London Flagship,ELECTRONICS
ORD100234,11/01/2025,C00003,P004,S003,R003,2,2111,1484.55,626.45, Birmingham Central,electronics
ORD100235,12/01/2025,C00001,P002,S002,R002,1,1570,1100.35,469.65,Manchester Arndale,electronics
ORD100236,13/01/2025,C00002,P006,S003,R001,2,925,519.69,405.31, Birmingham Central,gaming
ORD100237,14/01/2025,C00002,P005,S002,R003,4,2019,1417.35,601.65,Manchester Arndale,HOME OFFICE
ORD100238,15/01/2025,C00004,P001,S001,R001,1,810,497.43,312.57,London Flagship ,electronics
ORD100239,16/01/2025,C00003,P003,S002,R002,3,1340,944.41,395.59,MANCHESTER ARNDALE,ACCESSORIES
ORD100240,17/01/2025,C00003,P001,S002,R001,5,894,540.51,353.49,Manchester Arndale ,electronics
ORD100241,18/01/2025,C00001,P004,S001,R002,3,1449,910.25,538.75, London Flagship,Electronics
ORD100242,19/01/2025,C00004,P001,S001,R003,3,164,110.04,53.96, London Flagship,Electronics
ORD100243,20/01/2025,C00002,P003,S002,R002,4,1628,949.86,678.14,MANCHESTER ARNDALE,ACCESSORIES
ORD100244,21/01/2025,C00003,P003,S001,R003,2,528,296.94,231.06, London Flagship,Accessories
ORD100245,22/01/2025,C00002,P002,S001,R001,3,1244,823.64,420.36, London Flagship,Electronics
ORD100246,23/01/2025,C00004,P004,S001,R003,3,772,528.33,243.67,London Flagship,electronics
ORD100247,24/01/2025,C00004,P002,S002,R002,2,2322,1679.6,642.4,Manchester Arndale,electronics
ORD100248,25/01/2025,C00001,P006,S003,R003,2,409,289.99,119.01, Birmingham Central,Gaming
ORD100249,26/01/2025,C00002,P002,S002,R001,3,535,344.79,190.21,Manchester Arndale,ELECTRONICS
ORD100250,27/01/2025,C00004,P006,S001,R001,4,1984,1118.68,865.32, London Flagship,GAMING
ORD100251,28/01/2025,C00003,P001,S001,R003,3,2191,1625.82,565.18,LONDON FLAGSHIP,electronics
ORD100252,01/01/2025,C00003,P004,S003,R003,4,1091,632.55,458.45,Birmingham Central ,electronics
ORD100253,02/01/2025,C00001,P005,S001,R001,1,883,694.97,188.03,London Flagship,home office
ORD100254,03/01/2025,C00002,P005,S001,R003,3,1734,1010.32,723.68,London Flagship ,HOME OFFICE
