Order ID,Order Date,Customer ID,Product ID,Store ID,Sales Rep ID,Quantity,Sales Amount,Cost Amount,Gross Profit,Store Name,Category
ORD300056,01/03/2025,C00003,P004,S003,R002,1,575,447.48,127.52,BIRMINGHAM CENTRAL,ELECTRONICS
ORD300057,02/03/2025,C00003,P005,S002,R002,3,731,567.58,163.42,Manchester Arndale ,home office
ORD300058,03/03/2025,C00003,P004,S002,R001,3,2069,1602.79,466.21, Manchester Arndale,electronics
ORD300059,04/03/2025,C00001,P005,S001,R003,3,774,545.09,228.91, London Flagship,Home Office
ORD300060,05/03/2025,C00001,P004,S002,R001,3,1829,1358.1,470.9,Manchester Arndale ,ELECTRONICS
ORD300061,06/03/2025,C00004,P002,S002,R001,5,2282,1554.6,727.4,MANCHESTER ARNDALE,ELECTRONICS
ORD300062,07/03/2025,C00003,P002,S001,R002,3,926,676.2,249.8, London Flagship,ELECTRONICS
ORD300063,08/03/2025,C00001,P002,S001,R003,5,1774,987.45,786.55, London Flagship,ELECTRONICS
ORD300064,09/03/2025,C00002,P001,S001,R001,3,1901,1425.94,475.06,London Flagship ,electronics
ORD300065,10/03/2025,C00002,P006,S002,R001,4,1103,736.89,366.11,MANCHESTER ARNDALE,GAMING
ORD300066,11/03/2025,C00001,P006,S003,R001,4,1631,1014.19,616.81,Birmingham Central,GAMING
ORD300067,12/03/2025,C00003,P002,S002,R001,2,812,548.06,263.94, Manchester Arndale,Electronics
ORD300068,13/03/2025,C00002,P003,S001,R003,2,549,372.16,176.84, London Flagship,Accessories
ORD300069,14/03/2025,C00004,P002,S002,R001,2,1389,919.79,469.21,MANCHESTER ARNDALE,electronics
ORD300070,15/03/2025,C00002,P001,S003,R003,1,1976,1204.69,771.31,Birmingham Central,electronics
ORD300071,16/03/2025,C00003,P004,S003,R001,1,535,340.41,194.59,BIRMINGHAM CENTRAL,ELECTRONICS
ORD300072,17/03/2025,C00001,P002,S001,R001,1,1416,853.81,562.19,London Flagship ,electronics
ORD300073,18/03/2025,C00003,P002,S001,R002,2,2122,1402.9,719.1, London Flagship,Electronics
ORD300074,19/03/2025,C00004,P006,S002,R003,3,1982,1123.12,858.88,Manchester Arndale ,gaming
ORD300075,20/03/2025,C00002,P006,S001,R001,5,2068,1351.57,716.43,LONDON FLAGSHIP,GAMING
ORD300076,21/03/2025,C00004,P006,S001,R001,3,1523,1040.31,482.69,London Flagship,Gaming
ORD300077,22/03/2025,C00004,P003,S003,R002,1,1189,758.96,430.04, Birmingham Central,accessories
ORD300078,23/03/2025,C00003,P003,S001,R002,3,1491,1114.49,376.51,London Flagship,accessories
ORD300079,24/03/2025,C00002,P005,S002,R001,5,799,526.28,272.72,MANCHESTER ARNDALE,Home Office
ORD300080,25/03/2025,C00001,P003,S002,R003,2,2017,1120.87,896.13,Manchester Arndale ,Accessories
ORD300081,26/03/2025,C00004,P002,S001,R001,2,2329,1551.45,777.55,LONDON FLAGSHIP,ELECTRONICS
ORD300082,27/03/2025,C00003,P004,S002,R001,1,823,631.89,191.11,Manchester Arndale ,electronics
ORD300083,28/03/2025,C00003,P005,S003,R002,4,310,197.86,112.14, Birmingham Central,HOME OFFICE
ORD300084,01/03/2025,C00002,P002,S002,R002,5,208,151.08,56.92,Manchester Arndale,ELECTRONICS
ORD300085,02/03/2025,C00001,P004,S002,R003,1,763,518.64,244.36, Manchester Arndale,electronics
ORD300086,03/03/2025,C00003,P006,S003,R003,2,2153,1403.07,749.93,Birmingham Central ,Gaming
ORD300087,04/03/2025,C00004,P001,S001,R002,4,1999,1493.82,505.18, London Flagship,electronics
ORD300088,05/03/2025,C00004,P006,S001,R001,2,1793,1011.55,781.45,London Flagship,Gaming
ORD300089,06/03/2025,C00003,P002,S003,R002,1,1351,883.18,467.82,Birmingham Central,electronics
ORD300090,07/03/2025,C00004,P001,S001,R003,4,2420,1650.09,769.91,London Flagship,Electronics
ORD300091,08/03/2025,C00001,P003,S001,R002,5,1810,1095.56,714.44,London Flagship,Accessories
ORD300092,09/03/2025,C00004,P005,S003,R003,4,1353,1028.79,324.21,Birmingham Central,HOME OFFICE
ORD300093,10/03/2025,C00001,P003,S001,R002,2,1712,1363.56,348.44,LONDON FLAGSHIP,Accessories
ORD300094,11/03/2025,C00004,P002,S001,R001,2,1500,1175.04,324.96,London Flagship ,electronics
ORD300095,12/03/2025,C00004,P005,S003,R003,3,2050,1305.44,744.56, Birmingham Central,Home Office
ORD300096,13/03/2025,C00001,P001,S003,R002,5,838,522.42,315.58,Birmingham Central ,electronics
ORD300097,14/03/2025,C00001,P005,S003,R003,1,2305,1632.32,672.68, Birmingham Central,home office
ORD300098,15/03/2025,C00003,P002,S001,R002,4,1441,1127.32,313.68, London Flagship,ELECTRONICS
ORD300099,16/03/2025,C00004,P006,S001,R003,2,200,111.23,88.77,London Flagship,GAMING
ORD300100,17/03/2025,C00001,P005,S002,R002,1,285,177.7,107.3,MANCHESTER ARNDALE,Home Office
ORD300101,18/03/2025,C00003,P001,S002,R002,3,1424,962.73,461.27,Manchester Arndale ,ELECTRONICS
ORD300102,19/03/2025,C00002,P005,S001,R003,2,1465,898.22,566.78, London Flagship,home office
ORD300103,20/03/2025,C00002,P006,S002,R002,1,2437,1802.59,634.41, Manchester Arndale,GAMING
ORD300104,21/03/2025,C00003,P004,S001,R001,3,1511,1054.47,456.53,London Flagship,electronics
ORD300105,22/03/2025,C00004,P003,S002,R001,1,1855,1275.11,579.89,MANCHESTER ARNDALE,Accessories
ORD300106,23/03/2025,C00001,P006,S003,R001,5,2106,1484.83,621.17,Birmingham Central,Gaming
ORD300107,24/03/2025,C00002,P005,S002,R003,3,855,606.39,248.61, Manchester Arndale,home office
ORD300108,25/03/2025,C00004,P006,S002,R002,3,635,459.36,175.64,Manchester Arndale ,GAMING
ORD300109,26/03/2025,C00001,P005,S001,R003,3,2309,1457.83,851.17,London Flagship ,Home Office
ORD300110,27/03/2025,C00002,P006,S001,R003,1,2138,1224.75,913.25,London Flagship,gaming
ORD300111,28/03/2025,C00004,P004,S001,R003,3,453,276.94,176.06,London Flagship,electronics
ORD300112,01/03/2025,C00004,P003,S003,R003,3,301,166.7,134.3, Birmingham Central,accessories
ORD300113,02/03/2025,C00004,P002,S003,R003,2,1216,856.57,359.43,Birmingham Central ,ELECTRONICS
ORD300114,03/03/2025,C00004,P002,S003,R003,5,1024,590.78,433.22,BIRMINGHAM CENTRAL,Electronics
ORD300115,04/03/2025,C00003,P004,S003,R002,4,1174,647.78,526.22,Birmingham Central,electronics
ORD300116,05/03/2025,C00004,P006,S001,R002,3,499,350.3,148.7, London Flagship,Gaming
ORD300117,06/03/2025,C00001,P005,S002,R003,2,2453,1552.39,900.61, Manchester Arndale,HOME OFFICE
ORD300118,07/03/2025,C00004,P002,S002,R001,1,2256,1581.79,674.21, Manchester Arndale,Electronics
ORD300119,08/03/2025,C00002,P006,S001,R003,3,547,420.23,126.77,London Flagship ,gaming
ORD300120,09/03/2025,C00001,P006,S002,R001,4,2015,1431.39,583.61,Manchester Arndale,gaming
ORD300121,10/03/2025,C00002,P003,S001,R001,4,551,385.1,165.9,London Flagship ,accessories
ORD300122,11/03/2025,C00001,P006,S003,R003,4,525,355.2,169.8,Birmingham Central ,gaming
ORD300123,12/03/2025,C00003,P004,S002,R002,5,1091,719.03,371.97,MANCHESTER ARNDALE,ELECTRONICS
ORD300124,13/03/2025,C00001,P002,S003,R002,4,224,146.07,77.93,Birmingham Central ,electronics
ORD300125,14/03/2025,C00002,P003,S001,R003,2,1566,984.81,581.19,London Flagship ,accessories
ORD300126,15/03/2025,C00003,P005,S002,R001,3,2450,1616.3,833.7,MANCHESTER ARNDALE,Home Office
ORD300127,16/03/2025,C00003,P001,S002,R001,1,200,144.06,55.94,MANCHESTER ARNDALE,electronics
ORD300128,17/03/2025,C00004,P002,S003,R002,2,281,202.68,78.32,Birmingham Central ,electronics
ORD300129,18/03/2025,C00001,P002,S002,R001,1,150,107.48,42.52,MANCHESTER ARNDALE,electronics
ORD300130,19/03/2025,C00004,P001,S003,R002,3,2161,1229.28,931.72, Birmingham Central,ELECTRONICS
ORD300131,20/03/2025,C00002,P001,S001,R002,2,1132,655.81,476.19, London Flagship,Electronics
ORD300132,21/03/2025,C00004,P002,S003,R001,3,1489,910.09,578.91,Birmingham Central ,ELECTRONICS
ORD300133,22/03/2025,C00001,P002,S003,R003,1,1827,1448,379,Birmingham Central,electronics
ORD300134,23/03/2025,C00004,P002,S002,R002,4,1945,1195.32,749.68,Manchester Arndale,Electronics
ORD300135,24/03/2025,C00002,P002,S001,R003,4,1780,1068.41,711.59,London Flagship,Electronics
ORD300136,25/03/2025,C00002,P004,S002,R001,3,1286,888.4,397.6,MANCHESTER ARNDALE,Electronics
ORD300137,26/03/2025,C00002,P004,S001,R002,5,1995,1452.54,542.46,London Flagship,ELECTRONICS
ORD300138,27/03/2025,C00004,P004,S002,R001,2,1517,1013.03,503.97, Manchester Arndale,ELECTRONICS
ORD300139,28/03/2025,C00002,P003,S003,R003,4,1069,668.98,400.02,BIRMINGHAM CENTRAL,accessories
ORD300140,01/03/2025,C00003,P001,S001,R003,4,1779,1298.66,480.34,London Flagship ,ELECTRONICS
ORD300141,02/03/2025,C00002,P005,S002,R001,2,1940,1457.11,482.89,Manchester Arndale,home office
ORD300142,03/03/2025,C00001,P002,S002,R003,3,515,334.88,180.12,MANCHESTER ARNDALE,Electronics
ORD300143,04/03/2025,C00001,P002,S003,R003,3,2066,1276.36,789.64,Birmingham Central,Electronics
ORD300144,05/03/2025,C00001,P006,S003,R001,4,1542,1151.52,390.48, Birmingham Central,GAMING
ORD300145,06/03/2025,C00003,P005,S003,R002,4,111,75.67,35.33,BIRMINGHAM CENTRAL,home office
ORD300146,07/03/2025,C00002,P002,S001,R001,1,2384,1322.46,1061.54,London Flagship ,ELECTRONICS
ORD300147,08/03/2025,C00001,P004,S003,R002,5,1624,1023.56,600.44, Birmingham Central,Electronics
ORD300148,09/03/2025,C00001,P005,S002,R003,3,2059,1197.02,861.98,Manchester Arndale ,HOME OFFICE
ORD300149,10/03/2025,C00001,P005,S001,R002,4,2228,1526.06,701.94, London Flagship,HOME OFFICE
ORD300150,11/03/2025,C00003,P003,S003,R003,1,882,643.74,238.26,Birmingham Central,ACCESSORIES
ORD300151,12/03/2025,C00003,P002,S001,R001,3,1972,1542.48,429.52,LONDON FLAGSHIP,ELECTRONICS
ORD300152,13/03/2025,C00003,P006,S001,R002,2,264,194.58,69.42,London Flagship,Gaming
ORD300153,14/03/2025,C00004,P005,S003,R001,3,2046,1519.87,526.13,Birmingham Central,HOME OFFICE
ORD300154,15/03/2025,C00001,P004,S003,R003,4,623,364.99,258.01, Birmingham Central,ELECTRONICS
ORD300155,16/03/2025,C00001,P004,S003,R001,5,2206,1533.77,672.23,Birmingham Central ,ELECTRONICS
ORD300156,17/03/2025,C00001,P001,S002,R001,4,1257,859.23,397.77,Manchester Arndale ,electronics
ORD300157,18/03/2025,C00002,P004,S003,R001,2,2424,1753.8,670.2,BIRMINGHAM CENTRAL,Electronics
ORD300158,19/03/2025,C00001,P004,S002,R002,2,2496,1510.4,985.6,Manchester Arndale ,ELECTRONICS
ORD300159,20/03/2025,C00002,P004,S002,R002,5,2182,1389.43,792.57,Manchester Arndale ,Electronics
ORD300160,21/03/2025,C00001,P006,S003,R001,3,2029,1252.37,776.63, Birmingham Central,Gaming
ORD300161,22/03/2025,C00003,P001,S002,R001,3,846,566.97,279.03,Manchester Arndale,ELECTRONICS
ORD300162,23/03/2025,C00001,P005,S002,R001,1,988,732,256, Manchester Arndale,Home Office
ORD300163,24/03/2025,C00001,P002,S001,R001,2,1441,993.75,447.25,London Flagship,Electronics
ORD300164,25/03/2025,C00004,P003,S001,R001,4,311,181.39,129.61, London Flagship,Accessories
ORD300165,26/03/2025,C00002,P002,S002,R001,4,1325,799.01,525.99,Manchester Arndale ,electronics
ORD300166,27/03/2025,C00001,P004,S003,R002,1,703,503.14,199.86,Birmingham Central,Electronics
ORD300167,28/03/2025,C00003,P002,S003,R001,3,1170,870.74,299.26, Birmingham Central,Electronics
ORD300168,01/03/2025,C00003,P006,S002,R003,3,1178,804.55,373.45,Manchester Arndale ,GAMING
ORD300169,02/03/2025,C00003,P002,S003,R002,3,1783,1094.26,688.74, Birmingham Central,ELECTRONICS
ORD300170,03/03/2025,C00003,P001,S001,R003,1,691,516.47,174.53, London Flagship,electronics
ORD300171,04/03/2025,C00004,P002,S001,R003,4,1239,969.57,269.43,London Flagship ,electronics
ORD300172,05/03/2025,C00001,P002,S001,R001,1,1980,1526,454,LONDON FLAGSHIP,Electronics
ORD300173,06/03/2025,C00003,P005,S003,R001,4,606,341.58,264.42,BIRMINGHAM CENTRAL,home office
ORD300174,07/03/2025,C00004,P002,S003,R002,5,158,116.6,41.4,Birmingham Central ,ELECTRONICS
ORD300175,08/03/2025,C00002,P001,S001,R003,4,942,566.45,375.55,London Flagship,Electronics
ORD300176,09/03/2025,C00001,P005,S001,R003,2,432,288.73,143.27,LONDON FLAGSHIP,Home Office
ORD300177,10/03/2025,C00001,P004,S001,R002,4,2455,1604.45,850.55, London Flagship,ELECTRONICS
ORD300178,11/03/2025,C00002,P005,S001,R002,4,2145,1263.08,881.92, London Flagship,Home Office
ORD300179,12/03/2025,C00002,P002,S003,R001,5,1023,644.15,378.85, Birmingham Central,ELECTRONICS
ORD300180,13/03/2025,C00004,P006,S001,R003,3,1586,921.82,664.18,London Flagship ,gaming
ORD300181,14/03/2025,C00001,P003,S003,R003,3,1717,1254.97,462.03, Birmingham Central,accessories
ORD300182,15/03/2025,C00004,P005,S002,R001,2,1699,1215.38,483.62,MANCHESTER ARNDALE,Home Office
ORD300183,16/03/2025,C00004,P001,S003,R001,3,1794,1297.74,496.26,Birmingham Central ,electronics
ORD300184,17/03/2025,C00003,P004,S002,R002,5,2339,1458.4,880.6,Manchester Arndale ,Electronics
ORD300185,18/03/2025,C00002,P002,S003,R003,2,2066,1267.55,798.45, Birmingham Central,ELECTRONICS
ORD300186,19/03/2025,C00003,P003,S002,R001,4,2472,1520.73,951.27,MANCHESTER ARNDALE,ACCESSORIES
ORD300187,20/03/2025,C00002,P001,S002,R003,1,1996,1481.49,514.51,MANCHESTER ARNDALE,Electronics
ORD300188,21/03/2025,C00004,P001,S003,R003,4,264,177.97,86.03, Birmingham Central,electronics
ORD300189,22/03/2025,C00001,P005,S001,R002,5,2273,1436.91,836.09, London Flagship,home office
ORD300190,23/03/2025,C00004,P003,S001,R003,2,2159,1713.38,445.62,LONDON FLAGSHIP,Accessories
ORD300191,24/03/2025,C00004,P005,S001,R003,2,1032,599.16,432.84,London Flagship,Home Office
ORD300192,25/03/2025,C00001,P003,S003,R003,3,1388,1038.01,349.99, Birmingham Central,accessories
ORD300193,26/03/2025,C00004,P004,S003,R003,3,1299,842.31,456.69,Birmingham Central,Electronics
ORD300194,27/03/2025,C00004,P003,S003,R003,4,1743,1140.2,602.8,Birmingham Central ,ACCESSORIES
ORD300195,28/03/2025,C00002,P006,S002,R002,3,2306,1302.76,1003.24,Manchester Arndale,Gaming
ORD300196,01/03/2025,C00003,P004,S001,R001,2,2311,1557.83,753.17,LONDON FLAGSHIP,ELECTRONICS
ORD300197,02/03/2025,C00002,P001,S002,R001,2,493,301.47,191.53,Manchester Arndale,Electronics
ORD300198,03/03/2025,C00001,P002,S001,R003,5,1220,727.55,492.45,London Flagship ,electronics
ORD300199,04/03/2025,C00001,P006,S002,R001,5,485,386.48,98.52,Manchester Arndale,GAMING
ORD300200,05/03/2025,C00001,P002,S003,R002,3,1233,741.64,491.36,BIRMINGHAM CENTRAL,electronics
ORD300201,06/03/2025,C00004,P003,S001,R001,5,2043,1619.58,423.42,London Flagship ,Accessories
ORD300202,07/03/2025,C00003,P003,S003,R003,3,936,536.32,399.68, Birmingham Central,Accessories
ORD300203,08/03/2025,C00001,P003,S003,R003,4,534,357.11,176.89,Birmingham Central ,accessories
ORD300204,09/03/2025,C00004,P003,S001,R003,2,1726,1362.56,363.44,London Flagship ,accessories
ORD300205,10/03/2025,C00004,P004,S003,R003,3,620,474.06,145.94, Birmingham Central,ELECTRONICS
ORD300206,11/03/2025,C00003,P003,S003,R001,4,148,95.37,52.63, Birmingham Central,ACCESSORIES
ORD300207,12/03/2025,C00003,P001,S002,R001,4,967,762.02,204.98, Manchester Arndale,electronics
ORD300208,13/03/2025,C00002,P002,S001,R002,2,1872,1474.64,397.36,London Flagship ,electronics
ORD300209,14/03/2025,C00002,P002,S002,R003,1,1383,1030.35,352.65, Manchester Arndale,ELECTRONICS
ORD300210,15/03/2025,C00002,P001,S001,R002,4,1540,1029.79,510.21,London Flagship,electronics
ORD300211,16/03/2025,C00001,P006,S003,R001,1,893,561.73,331.27,Birmingham Central,Gaming
ORD300212,17/03/2025,C00004,P006,S002,R001,2,1211,836.46,374.54,Manchester Arndale,gaming
ORD300213,18/03/2025,C00004,P006,S003,R001,1,1437,866.21,570.79,BIRMINGHAM CENTRAL,GAMING
ORD300214,19/03/2025,C00002,P005,S003,R003,5,1976,1427.7,548.3,BIRMINGHAM CENTRAL,home office
ORD300215,20/03/2025,C00002,P003,S003,R002,1,794,535.63,258.37,Birmingham Central,accessories
ORD300216,21/03/2025,C00001,P006,S003,R002,1,1632,1231.91,400.09,Birmingham Central ,Gaming
ORD300217,22/03/2025,C00003,P003,S002,R001,5,1791,1174.96,616.04,MANCHESTER ARNDALE,accessories
ORD300218,23/03/2025,C00002,P006,S003,R002,1,569,423.16,145.84,BIRMINGHAM CENTRAL,gaming
ORD300219,24/03/2025,C00004,P002,S001,R001,2,947,574.16,372.84,LONDON FLAGSHIP,Electronics
ORD300220,25/03/2025,C00002,P003,S002,R001,2,1695,1166.48,528.52, Manchester Arndale,ACCESSORIES
ORD300221,26/03/2025,C00003,P006,S001,R001,1,1792,1012.01,779.99, London Flagship,gaming
ORD300222,27/03/2025,C00004,P003,S001,R002,5,1038,693.41,344.59, London Flagship,accessories
ORD300223,28/03/2025,C00001,P001,S002,R001,3,167,126.38,40.62,Manchester Arndale ,Electronics
ORD300224,01/03/2025,C00003,P005,S001,R003,2,2302,1579.18,722.82,London Flagship,Home Office
ORD300225,02/03/2025,C00003,P006,S002,R003,4,1058,818.54,239.46,MANCHESTER ARNDALE,GAMING
ORD300226,03/03/2025,C00001,P001,S001,R002,5,1227,750.3,476.7, London Flagship,ELECTRONICS
ORD300227,04/03/2025,C00002,P003,S003,R003,4,720,559.2,160.8, Birmingham Central,Accessories
ORD300228,05/03/2025,C00002,P004,S002,R003,1,1554,1115.7,438.3, Manchester Arndale,ELECTRONICS
ORD300229,06/03/2025,C00004,P005,S001,R001,2,1113,619.58,493.42,LONDON FLAGSHIP,HOME OFFICE
ORD300230,07/03/2025,C00002,P005,S002,R001,2,1253,991.9,261.1,MANCHESTER ARNDALE,home office
ORD300231,08/03/2025,C00002,P001,S002,R002,2,1205,787.31,417.69,Manchester Arndale,electronics
ORD300232,09/03/2025,C00002,P005,S002,R002,2,1153,702.68,450.32,Manchester Arndale ,home office
ORD300233,10/03/2025,C00004,P002,S003,R001,5,1683,1331.15,351.85,Birmingham Central,electronics
ORD300234,11/03/2025,C00001,P004,S001,R003,5,1796,1332.86,463.14,London Flagship ,ELECTRONICS
ORD300235,12/03/2025,C00002,P004,S003,R003,3,1191,792.98,398.02,BIRMINGHAM CENTRAL,electronics
ORD300236,13/03/2025,C00001,P004,S003,R001,2,1324,975.45,348.55,Birmingham Central,Electronics
ORD300237,14/03/2025,C00003,P005,S001,R002,4,142,109.3,32.7, London Flagship,home office
ORD300238,15/03/2025,C00003,P005,S002,R003,2,1302,917.19,384.81,Manchester Arndale ,HOME OFFICE
ORD300239,16/03/2025,C00004,P001,S001,R003,4,1884,1346.45,537.55,LONDON FLAGSHIP,ELECTRONICS
ORD300240,17/03/2025,C00004,P006,S003,R003,1,751,449.86,301.14,Birmingham Central ,Gaming
ORD300241,18/03/2025,C00002,P005,S003,R002,5,393,253.3,139.7,BIRMINGHAM CENTRAL,home office
ORD300242,19/03/2025,C00004,P006,S002,R002,2,876,641.38,234.62,Manchester Arndale ,gaming
ORD300243,20/03/2025,C00001,P002,S001,R001,3,1134,846.54,287.46, London Flagship,ELECTRONICS
ORD300244,21/03/2025,C00004,P001,S002,R003,1,1273,849.85,423.15, Manchester Arndale,electronics
ORD300245,22/03/2025,C00003,P003,S003,R003,1,1161,878.77,282.23,Birmingham Central,accessories
ORD300246,23/03/2025,C00004,P005,S003,R001,5,2272,1769.48,502.52,BIRMINGHAM CENTRAL,Home Office
ORD300247,24/03/2025,C00004,P001,S002,R002,5,949,672.66,276.34,Manchester Arndale,electronics
ORD300248,25/03/2025,C00003,P002,S001,R001,3,599,434.05,164.95, London Flagship,ELECTRONICS
ORD300249,26/03/2025,C00001,P003,S002,R001,5,1530,1157.9,372.1, Manchester Arndale,accessories
ORD300250,27/03/2025,C00004,P001,S001,R001,2,2116,1326.96,789.04,London Flagship ,electronics
ORD300251,28/03/2025,C00001,P006,S002,R001,4,420,274.68,145.32,MANCHESTER ARNDALE,GAMING
ORD300252,01/03/2025,C00003,P001,S001,R002,2,577,356.99,220.01,LONDON FLAGSHIP,ELECTRONICS
ORD300253,02/03/2025,C00001,P002,S001,R002,1,1563,1229.66,333.34, London Flagship,electronics
ORD300254,03/03/2025,C00002,P002,S001,R001,2,2195,1479.53,715.47,London Flagship ,ELECTRONICS
